50_50;ball_receipt_outcome;ball_recovery_recovery_failure;carry_end_location;clearance_aerial_won;counterpress;dribble_nutmeg;dribble_outcome;dribble_overrun;duel_outcome;duel_type;duration;foul_committed_advantage;foul_committed_card;foul_won_advantage;foul_won_defensive;goalkeeper_body_part;goalkeeper_end_location;goalkeeper_outcome;goalkeeper_position;goalkeeper_technique;goalkeeper_type;id;index;interception_outcome;location;match_id;minute;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_backheel;pass_body_part;pass_cross;pass_cut_back;pass_deflected;pass_end_location;pass_goal_assist;pass_height;pass_length;pass_outcome;pass_recipient;pass_recipient_id;pass_shot_assist;pass_switch;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;shot_aerial_won;shot_body_part;shot_end_location;shot_first_time;shot_freeze_frame;shot_key_pass_id;shot_one_on_one;shot_outcome;shot_statsbomb_xg;shot_technique;shot_type;substitution_outcome;substitution_outcome_id;substitution_replacement;substitution_replacement_id;tactics;team;team_id;timestamp;type;under_pressure;competition;season;block_offensive;foul_committed_offensive;foul_committed_type;injury_stoppage_in_chain;pass_miscommunication;pass_technique;pass_through_ball;block_deflection;ball_recovery_offensive;foul_committed_penalty;foul_won_penalty;shot_open_goal;shot_redirect;bad_behaviour_card;block_save_block;shot_deflected;miscontrol_aerial_won;clearance_body_part;clearance_head;clearance_left_foot;clearance_right_foot;goalkeeper_punched_out;off_camera;out;pass_inswinging;pass_outswinging;pass_straight;goalkeeper_shot_saved_to_post;pass_no_touch;shot_saved_to_post;goalkeeper_success_in_play;clearance_other;player_off_permanent;goalkeeper_shot_saved_off_target;shot_saved_off_target;shot_follows_dribble;dribble_no_touch;goalkeeper_lost_out;half_start_late_video_start;goalkeeper_lost_in_play;goalkeeper_penalty_saved_to_post;goalkeeper_saved_to_post;goalkeeper_success_out
;;;[54.0, 56.0];;;;;;;;0.553468;;;;;;;;;;;c1176393-3a44-4c47-8948-f1bd98ee491c;3241;;[53.0, 56.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Raphaël Varane;5485.0;Right Center Back;176;Real Madrid;220;['434845fa-1c6b-405e-9e6e-75a7f073722e', 'c74656af-4275-4ddd-83fd-97e143e70395'];28;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:28.882+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[65.0, 72.0];;;;;;;;1.082833;;;;;;;;;;;0f492ff8-4b1e-4fc8-ad25-d417bebdaf76;3244;;[67.0, 73.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Cristiano Ronaldo dos Santos Aveiro;5207.0;Left Center Forward;176;Real Madrid;220;['47f62496-c3c0-41bc-9697-08d6a1fce1f2', 'dbee94ff-a83a-4238-b4f7-bdd684403487'];30;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:30.581+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[52.0, 57.0];;;;;;;;1.10771;;;;;;;;;;;4c9dc9a0-1e55-4587-b460-68edcc8e8bd1;3247;;[51.0, 60.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Raphaël Varane;5485.0;Right Center Back;176;Real Madrid;220;['060b3fc1-f4d8-45e6-80ad-c3af6980df9e', '93278865-2012-466d-ab7c-ad1c819ac61f'];32;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:32.928+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[51.0, 27.0];;;;;;;;0.017137;;;;;;;;;;;a8619950-63c8-42ae-a356-b82b63335408;3250;;[51.0, 27.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Sergio Ramos García;5201.0;Left Center Back;176;Real Madrid;220;['275762b8-384b-4b99-b970-080ed06ab1d1', '57ad1c23-b0e5-48c4-8b81-690ef6f79dbd'];36;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:36.286+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[51.0, 16.0];;;;;;;;3.263914;;;;;;;;;;;f6c7a554-2e60-40db-b8da-21f9b7c5c4b5;3253;;[54.0, 11.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Toni Kroos;5574.0;Left Center Midfield;176;Real Madrid;220;['3e3465e5-a40f-48f8-8b45-53f6be7f20ac', '63637cac-b64b-433e-af76-ffada38ebaac'];37;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:37.279+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[19.0, 38.0];;;;;;;;0.642878;;;;;;;;;;;6e054dc0-e001-484d-8aef-9b7ee6889815;3256;;[19.0, 38.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Keylor Navas Gamboa;5597.0;Goalkeeper;176;Real Madrid;220;['5ffa6d3b-d33a-40be-995d-a03ffc20963d', 'a605ddc5-9e17-4279-b663-4f5aadcb970e'];43;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:43.530+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[29.0, 21.0];;;;;;;;0.755449;;;;;;;;;;;4c64c1df-7052-4575-873e-89af0e8a64d6;3259;;[28.0, 21.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Sergio Ramos García;5201.0;Left Center Back;176;Real Madrid;220;['260aa938-c364-482a-b8fa-0c4bd23750fa', 'a9de5962-fdc3-4362-a4b3-4a3ed8fa0ab8'];45;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:45.920+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[37.0, 11.0];;;;;;;;0.476102;;;;;;;;;;;47461db9-39d6-4ba3-aba9-39ef89b57318;3262;;[37.0, 11.0];18244;87;;;;;;;;;;;;;;;;;;;2;Regular Play;Toni Kroos;5574.0;Left Center Midfield;176;Real Madrid;220;['13382cca-cd90-41cc-8929-c9d7bddba996', 'd674206a-02dc-4d99-b991-ec734d35a12b'];48;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:42:48.024+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[56.0, 5.0];;;;;;;;0.994233;;;;;;;;;;;b176502e-7732-445e-992e-d3f110c32109;3272;;[57.0, 5.0];18244;88;;;;;;;;;;;;;;;;;;;2;From Throw In;Gareth Frank Bale;6399.0;Right Center Forward;177;Real Madrid;220;['28b95d06-0e4e-4d6a-a63c-71ba8d576ce6', 'd4103709-f583-4d2b-8c22-9becfe8ed67f'];47;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:43:47.202+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[102.0, 26.0];;;;;;;;4.065424;;;;;;;;;;;db3b6cb8-76a9-43b1-a239-16551e3a0215;3277;;[70.0, 23.0];18244;88;;;;;;;;;;;;;;;;;;;2;From Throw In;Luka Modrić;5463.0;Right Center Midfield;178;Real Madrid;220;['2ae238cf-e6f4-4815-9fb0-6c971504a3db', 'a2ea1336-1dde-4589-beee-e4336873e65a'];54;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:43:54.649+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[92.0, 43.0];;;;;;;;1.864549;;;;;;;;;;;2a7dc693-1ff0-4459-9285-fb98f117582c;3281;;[100.0, 43.0];18244;89;;;;;;;;;;;;;;;;;;;2;From Throw In;Marco Asensio Willemsen;5719.0;Center Attacking Midfield;178;Real Madrid;220;['27b9f583-3330-473e-a240-aa63d0ce6207', 'b4312859-53d4-401f-9f1e-f0af0311b16e'];0;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:44:00.977+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[93.0, 30.0];;;;;;;;1.306845;;;;;;;;;;;2138b7ba-fae6-42bd-8151-9dd8d5395097;3284;;[94.0, 33.0];18244;89;;;;;;;;;;;;;;;;;;;2;From Throw In;Luka Modrić;5463.0;Right Center Midfield;178;Real Madrid;220;['580d3bce-984a-4471-baef-be53bab19e9f', 'a715d156-b157-4d9a-bf31-cfb4f747ac43', 'ac1da6dd-3921-4276-b6a1-7ec22bf4f03e'];3;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:44:03.762+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[120.0, 14.0];;;;;;;;1.523084;;;;;;;;;;;b2ba0101-4705-4bd9-8fb3-b4a9a6b6cf78;3292;;[120.0, 11.0];18244;89;;;;;;;;;;;;;;;;;;;2;From Free Kick;Marcelo Vieira da Silva Júnior;5552.0;Left Back;179;Real Madrid;220;['1ae31605-e92a-4106-ae01-a11e171ecb65', '31acb1fe-dc51-4b06-bbc6-5cd3930d7d53', 'be55f25a-4b53-4ac6-a481-0ba66d938e1b', 'd255af53-e991-4101-8aa2-457113733082'];48;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:44:48.107+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[119.0, 29.0];;;;;;;;1.855706;;;;;;;;;;;2c437d6e-873d-409e-8be3-321e84ddb146;3295;;[120.0, 14.0];18244;89;;;;;;;;;;;;;;;;;;;2;From Free Kick;Marcelo Vieira da Silva Júnior;5552.0;Left Back;179;Real Madrid;220;['1ae31605-e92a-4106-ae01-a11e171ecb65', '3bf627ee-877c-4477-9aa5-eac9536d9a1d', 'bb2daecc-3144-442f-8059-fe5852de4e9e', 'be55f25a-4b53-4ac6-a481-0ba66d938e1b'];49;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:44:49.630+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[103.0, 5.0];;;;;;;;0.358061;;;;;;;;;;;f70b4e21-b0c4-4728-b895-d2f9b591a820;3305;;[98.0, 4.0];18244;91;;;;;;;;;;;;;;;;;;;2;From Kick Off;Alex Sandro Lobo Silva;6945.0;Left Back;180;Juventus;224;['6cacfd79-af74-4acd-9b4b-d2940b38a354', 'bd5f26b3-fd3e-426c-bf09-0f45bdc48199'];26;;;;;;;;;;;;;;;;;Juventus;224;2025-02-02T00:46:26.059+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[17.0, 69.0];;;;;;;;1.291457;;;;;;;;;;;69feac7c-57a8-408f-a144-a93b335e7a55;3309;;[18.0, 71.0];18244;91;;;;;;;;;;;;;;;;;;;2;From Throw In;Luka Modrić;5463.0;Right Center Midfield;181;Real Madrid;220;['25a3b340-77ed-4459-844b-3093f84fa27d', '29988e80-612d-4d9c-b097-0edbbbf5d5c5', 'd86a9853-f01c-4404-bc89-f1558087931f'];36;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:46:36.392+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[25.0, 64.0];;;;;;;;0.961072;;;;;;;;;;;89c1e103-1590-4b9e-8b33-3feea369c22a;3313;;[23.0, 65.0];18244;91;;;;;;;;;;;;;;;;;;;2;From Throw In;Carlos Henrique Casimiro;5539.0;Center Defensive Midfield;181;Real Madrid;220;['3b2aaf2b-ce8b-44fc-bf42-4babca94c66f', 'bb942da7-81b6-4cca-be1b-43a21c9fa1ee'];38;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:46:38.477+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[33.0, 26.0];;;;;;;;0.114106;;;;;;;;;;;98e40ebf-b5b3-4e7a-bbb1-1b1b696fb3c9;3316;;[33.0, 27.0];18244;91;;;;;;;;;;;;;;;;;;;2;From Throw In;Marcelo Vieira da Silva Júnior;5552.0;Left Back;181;Real Madrid;220;['14ac00b2-1187-49ca-a022-509f0011646c', '559f5dad-b295-4702-841c-d52fd2fa8947'];41;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:46:41.562+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[38.0, 6.0];;;;;;;;1.025432;;;;;;;;;;;94f75fbf-9bb9-40a0-b134-f8be4150a591;3325;;[38.0, 8.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Marcelo Vieira da Silva Júnior;5552.0;Left Back;182;Real Madrid;220;['1d3ef506-4c90-48ed-b43c-cfcfca2eb012', '45bdf19d-383e-42d5-804c-05ebc3e254e7', '75c3636b-0a77-4fdf-818c-d801525d3e41'];5;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:05.893+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[65.0, 5.0];;;;;;;;1.875188;;;;;;;;;;;d66b4e17-faa8-4d24-848a-3182156c7397;3329;;[58.0, 6.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Gareth Frank Bale;6399.0;Right Center Forward;182;Real Madrid;220;['6f84b84f-f6da-40c5-8db1-76f5b6580803', 'f4e6b007-583f-4a47-af22-8ea531dd5738'];7;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:07.999+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[109.0, 23.0];;;;;;;;2.1283;;;;;;;;;;;efa2b8f7-1e45-4ad2-9af7-6d9af6af90cb;3332;;[94.0, 8.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Álvaro Borja Morata Martín;3477.0;Left Center Midfield;182;Real Madrid;220;['124f972d-39cb-468a-9ed7-6dde01af15bc', 'e4b1cf0c-c80a-4618-94f8-04a6696aa113'];12;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:12.702+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[62.0, 67.0];;;;;;;;1.544639;;;;;;;;;;;00f46a56-ecc5-4794-8991-a25e4dffa9f1;3338;;[49.0, 73.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Daniel Alves da Silva;4324.0;Right Back;182;Real Madrid;220;['18e91b5b-9ad1-49d1-8fdb-d36899bbcff1', '44d40acb-f0f5-4171-b533-4b4544b6580e'];21;;;;;;;;;;;;;;;;;Juventus;224;2025-02-02T00:47:21.209+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[51.0, 29.0];;;;;;;;1.477832;;;;;;;;;;;091652f4-7b98-43cc-a419-7328aa66cb88;3343;;[56.0, 25.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Carlos Henrique Casimiro;5539.0;Center Defensive Midfield;182;Real Madrid;220;['0a890b33-8a31-440d-b492-951f5ec1a508', '2445233e-6c4f-4ebc-9757-0bf1cbe433e8'];25;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:25.599+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[14.0, 27.0];;;;;;;;0.156907;;;;;;;;;;;4bb9beff-68d8-4d97-bf5f-a7ba7e29ba02;3346;;[14.0, 27.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Keylor Navas Gamboa;5597.0;Goalkeeper;182;Real Madrid;220;['5392ce73-0249-411c-9465-15016d656317', 'fcfb87d4-1b13-4255-aea6-8a0ce2eec4fe'];31;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:31.111+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[29.0, 18.0];;;;;;;;1.692577;;;;;;;;;;;28698eb3-fa05-4c0d-9965-2aec43bbedf0;3349;;[29.0, 18.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Sergio Ramos García;5201.0;Left Center Back;182;Real Madrid;220;['171613fe-f35b-4eca-8726-ce960f269ce6', '2adbfb82-dacc-4924-bec7-aaf0cad2c910'];32;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:32.651+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[43.0, 34.0];;;;;;;;0.206066;;;;;;;;;;;1ebdb1b6-cce9-4f71-b60b-e3f8facdcad5;3352;;[36.0, 30.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Carlos Henrique Casimiro;5539.0;Center Defensive Midfield;182;Real Madrid;220;['117fee14-c024-4695-bf44-9a584bb48938', '54cbf9a8-6b9d-49cb-ac10-87dc9f1ec6a2'];37;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:37.015+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[36.0, 54.0];;;;;;;;0.861495;;;;;;;;;;;96ece317-79df-4525-bb77-16ceb74a93dd;3355;;[36.0, 54.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Raphaël Varane;5485.0;Right Center Back;182;Real Madrid;220;['8796b735-481a-4d77-a543-71dfa8812fcd', 'c5b066b8-d3a8-46e7-b237-769c1d00d7a2'];39;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:39.068+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[48.0, 74.0];;;;;;;;2.085265;;;;;;;;;;;21baf16b-ba0e-4826-b23d-46a03a2b9088;3358;;[45.0, 74.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Marco Asensio Willemsen;5719.0;Center Attacking Midfield;182;Real Madrid;220;['09e5f921-3106-4357-ab8d-e10339f334ca', '1fd6c5cd-d466-4b5c-bf2e-d672b4baae2f'];41;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:41.565+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[66.0, 77.0];;;;;;;;1.232805;;;;;;;;;;;c7653d81-82ae-40d5-836c-6c83a5b8983d;3361;;[65.0, 77.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Daniel Carvajal Ramos;5721.0;Right Back;182;Real Madrid;220;['c8371f7c-1a9e-4716-9fb6-5231d0094466', 'd85afaf5-9fb0-4343-b7e7-5ba55560fcda'];45;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:45.529+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[78.0, 78.0];;;;;;;;0.412931;;;;;;;;;;;5eb85099-d80a-450f-8060-d17d982bb821;3364;;[78.0, 78.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Marco Asensio Willemsen;5719.0;Center Attacking Midfield;182;Real Madrid;220;['4f14858d-6489-49ae-ba29-6c3e8395bc16', 'bcbad440-cb2e-4626-a2ec-796c6af020d6'];48;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:48.749+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[68.0, 76.0];;;;;;;;1.237832;;;;;;;;;;;83132d1c-4876-4852-a13f-8d579071ce32;3367;;[66.0, 76.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Daniel Carvajal Ramos;5721.0;Right Back;182;Real Madrid;220;['7aeb4f93-f9e7-4b72-95d4-a0a92b18f017', 'af2cdff9-0444-4750-9481-82fd7a119e99'];50;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:50.127+01:00;Carry;;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[69.0, 15.0];;;;;;;;3.386308;;;;;;;;;;;8ef8a92d-3474-4c17-a378-e9eaf5910c8d;3370;;[65.0, 5.0];18244;92;;;;;;;;;;;;;;;;;;;2;From Free Kick;Gareth Frank Bale;6399.0;Right Center Forward;182;Real Madrid;220;['2b8cb81e-3031-4ebc-9433-db9f0f927227', '598908c8-38f7-4cd2-b0e8-a021e4e5da4f', 'aeae7956-fb54-4d6c-9506-e048fd7de614'];57;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:47:57.187+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[55.0, 27.0];;;;;;;;0.07997;;;;;;;;;;;8d73d074-ac8d-4824-b6b8-c175606dca78;3374;;[57.0, 26.0];18244;93;;;;;;;;;;;;;;;;;;;2;From Free Kick;Sergio Ramos García;5201.0;Left Center Back;182;Real Madrid;220;['29c16b8f-2f52-474d-b742-11058542f113', '6d7bf760-5fdb-4ff8-9534-67adac4f67d8', 'cece0fe1-f3d0-406c-8b53-aa043bc05ead'];2;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:48:02.635+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[72.0, 27.0];;;;;;;;1.43105;;;;;;;;;;;c6a5759c-c0f3-43fe-bccf-64ffdc4ee054;3380;;[71.0, 22.0];18244;93;;;;;;;;;;;;;;;;;;;2;From Free Kick;Gareth Frank Bale;6399.0;Right Center Forward;182;Real Madrid;220;['391a9a29-2500-4cce-94e1-145b37461d18', '43c84a76-03f6-43a2-892e-d2fd14d122ff', 'ffe51999-66f0-4c01-8752-7cfff73785a7'];6;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:48:06.130+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[93.0, 29.0];;;;;;;;2.937144;;;;;;;;;;;b304ebeb-9b3a-4253-ad2b-d86211912248;3384;;[72.0, 27.0];18244;93;;;;;;;;;;;;;;;;;;;2;From Free Kick;Gareth Frank Bale;6399.0;Right Center Forward;182;Real Madrid;220;['0bd1fb08-0f93-4241-87af-7bee510c5206', '391a9a29-2500-4cce-94e1-145b37461d18', 'd827e427-afca-4e5e-87a3-bcdda23acf88'];7;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:48:07.561+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;[70.0, 62.0];;;;;;;;1.750334;;;;;;;;;;;6f833932-6f1d-4e20-a378-565c717ddfdd;3390;;[64.0, 70.0];18244;93;;;;;;;;;;;;;;;;;;;2;From Free Kick;Daniel Alves da Silva;4324.0;Right Back;182;Real Madrid;220;['91596b55-cac8-4076-8eb5-383957115b93', 'c2e94ec7-cc7a-4473-bcb1-12f1d4564c35', 'e312e472-213d-48c7-ad97-f99238f94157'];17;;;;;;;;;;;;;;;;;Juventus;224;2025-02-02T00:48:17.492+01:00;Carry;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.0;;;;;;;;;;;da488ac9-f36e-44d8-ab6c-73ce130d49fd;10;;[34.0, 69.0];18244;0;;;;;;;;;;;;;;;;;;;1;From Kick Off;Raphaël Varane;5485.0;Right Center Back;2;Juventus;224;['a461e051-ae06-4374-a1af-ae503cb677f3'];7;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:00:07.360+01:00;Clearance;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.0;;;;;;;;;;;940d815d-829e-46ba-b82d-ad3f695d44d4;126;;[56.0, 4.0];18244;2;;;;;;;;;;;;;;;;;;;1;Regular Play;Sergio Ramos García;5201.0;Left Center Back;8;Juventus;224;['e6dbd18f-cdfe-45b3-adad-e1f6d0250949'];16;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:02:16.016+01:00;Clearance;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.0;;;;;;;;;;;72daa7e6-1e56-466b-a6ed-66374afa9990;316;;[11.0, 35.0];18244;6;;;;;;;;;;;;;;;;;;;1;From Throw In;Raphaël Varane;5485.0;Right Center Back;28;Juventus;224;['fac1f374-ade1-4c7f-aa20-d9f4184d2e2c'];0;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:06:00.496+01:00;Clearance;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.0;;;;;;;;;;;574a61b1-3b44-4c30-9646-77b057bb8cc5;716;;[9.0, 71.0];18244;15;;;;;;;;;;;;;;;;;;;1;From Free Kick;Sergio Ramos García;5201.0;Left Center Back;46;Juventus;224;['7a230270-a6e7-41ea-ae4b-a5ff0a4492eb'];16;;;;;;;;;;;;;;;;;Real Madrid;220;2025-02-02T00:15:16.408+01:00;Clearance;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.0;;;;;;;;;;;5c831d39-a83d-4558-a254-5005827d2a02;821;;[9.0, 50.0];18244;16;;;;;;;;;;;;;;;;;;;1;Regular Play;Giorgio Chiellini;6954.0;Left Center Back;47;Real Madrid;220;['249b1cba-5b96-4620-84f2-35c3fb8aba4d'];39;;;;;;;;;;;;;;;;;Juventus;224;2025-02-02T00:16:39.388+01:00;Clearance;true;Europe - Champions League;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
