50_50;ball_receipt_outcome;ball_recovery_recovery_failure;carry_end_location;clearance_aerial_won;counterpress;dribble_nutmeg;dribble_outcome;dribble_overrun;duel_outcome;duel_type;duration;foul_committed_advantage;foul_committed_card;foul_won_advantage;foul_won_defensive;goalkeeper_body_part;goalkeeper_end_location;goalkeeper_outcome;goalkeeper_position;goalkeeper_technique;goalkeeper_type;id;index;interception_outcome;location;match_id;minute;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_backheel;pass_body_part;pass_cross;pass_cut_back;pass_deflected;pass_end_location;pass_goal_assist;pass_height;pass_length;pass_outcome;pass_recipient;pass_recipient_id;pass_shot_assist;pass_switch;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;shot_aerial_won;shot_body_part;shot_end_location;shot_first_time;shot_freeze_frame;shot_key_pass_id;shot_one_on_one;shot_outcome;shot_statsbomb_xg;shot_technique;shot_type;substitution_outcome;substitution_outcome_id;substitution_replacement;substitution_replacement_id;tactics;team;team_id;timestamp;type;under_pressure;competition;season;block_offensive;foul_committed_offensive;foul_committed_type;injury_stoppage_in_chain;pass_miscommunication;pass_technique;pass_through_ball;block_deflection;ball_recovery_offensive;foul_committed_penalty;foul_won_penalty;shot_open_goal;shot_redirect;bad_behaviour_card;block_save_block;shot_deflected;miscontrol_aerial_won;clearance_body_part;clearance_head;clearance_left_foot;clearance_right_foot;goalkeeper_punched_out;off_camera;out;pass_inswinging;pass_outswinging;pass_straight;goalkeeper_shot_saved_to_post;pass_no_touch;shot_saved_to_post;goalkeeper_success_in_play;clearance_other;player_off_permanent;goalkeeper_shot_saved_off_target;shot_saved_off_target;shot_follows_dribble;dribble_no_touch;goalkeeper_lost_out;half_start_late_video_start;goalkeeper_lost_in_play;goalkeeper_penalty_saved_to_post;goalkeeper_saved_to_post;goalkeeper_success_out
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;f70aeee9-956f-4442-8f5b-f3174705a86f;2907;;[87.8, 48.5];22912;81;;;;;;;;;;;;;;;;;;;2;From Corner;Mohamed Salah;3531.0;Center Forward;151;Liverpool;24;['2e8e77e7-8a7e-48be-ab4e-9577ababc12f'];57;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:36:57.475+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;adf3ff9f-667a-4753-908c-767c10a0349f;2975;;[101.3, 38.6];22912;86;;;;;;;;;;;;;;;;;;;2;From Corner;Virgil van Dijk;3669.0;Left Center Back;156;Liverpool;24;['ed437ab9-d3ab-4aab-bef2-4eb0bed676fd'];52;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:41:52.274+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;77389c5e-5fa8-4c33-815d-c58142cadbaa;2986;;[90.3, 19.8];22912;88;;;;;;;;;;;;;;;;;;;2;From Kick Off;Fernando Llorente Torres;3486.0;Right Center Forward;157;Tottenham Hotspur;38;['bd487de9-94ba-4c0b-9f4a-f27905966d42'];17;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:43:17.175+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;475abf52-2aca-4c12-87ae-109e04a71960;3022;;[30.3, 37.1];22912;90;;;;;;;;;;;;;;;;;;;2;From Free Kick;Virgil van Dijk;3669.0;Left Center Back;159;Tottenham Hotspur;38;['92701684-2f02-448a-8932-d5676079ef08'];14;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:45:14.478+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Success In Play;Tackle;0.0;;;;;;;;;;;6173cce5-f6d5-4f90-82ee-0e316e38ffb5;3047;;[15.1, 57.0];22912;91;;;;;;;;;;;;;;;;;;;2;From Keeper;Joël Andre Job Matip;3502.0;Right Center Back;160;Liverpool;24;['ac82547b-be3f-4549-8ae5-e7bc08536b8d'];3;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:46:03.728+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;e901e4c1-ba99-4b50-982d-05458e10388e;3071;;[112.4, 45.1];22912;91;;;;;;;;;;;;;;;;;;;2;From Corner;Eric Dier;10956.0;Left Center Midfield;162;Tottenham Hotspur;38;['f8d84aa5-9aa1-4c47-9664-90227f006719'];46;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:46:46.709+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;true;;;;;Aerial Lost;0.0;;;;;;;;;;;8125a1ee-2a15-4bef-887e-97127a07169e;3084;;[48.7, 31.9];22912;92;;;;;;;;;;;;;;;;;;;2;Regular Play;Virgil van Dijk;3669.0;Left Center Back;164;Tottenham Hotspur;38;['0155444d-9356-4894-92fd-7bea09893fd8'];18;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:47:18.440+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Aerial Lost;0.0;;;;;;;;;;;f988a1e5-2152-4cf4-a2ce-9d9e65607ad0;3157;;[80.4, 28.2];22912;94;;;;;;;;;;;;;;;;;;;2;From Goal Kick;Fernando Llorente Torres;3486.0;Right Center Forward;171;Tottenham Hotspur;38;['f63b45b8-83d8-403c-b950-eb995803b89a'];44;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:49:44.854+01:00;Duel;true;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.474507;;;;;;;;;;;df4587a3-40a4-4b68-9a72-e48761ac6a4a;22;;[52.6, 59.6];22912;0;;;;;;;;;;;;;;;;;;;1;From Kick Off;Harry Winks;3082.0;Left Center Midfield;2;Liverpool;24;['0be6b52c-a97a-40fd-aa49-ec977ed51727', '80805ccb-f84b-4e42-a1fd-5fb5f07c6bfa', 'bdead4f4-7821-4837-9edc-424a8c433a65'];15;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:00:15.700+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.116555;;;;;;;;;;;991c6a9c-d777-4b2e-8aa8-8731db475b46;42;;[20.4, 9.1];22912;2;;;;;;;;;;;;;;;;;;;1;From Kick Off;Georginio Wijnaldum;3567.0;Left Center Midfield;4;Tottenham Hotspur;38;['64a8132f-4ae5-420c-ac0a-61edee66455d'];48;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:02:48.545+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.159949;;;;;;;;;;;e69f4668-c420-4bd3-b734-7c7630cfd18a;61;;[57.6, 23.4];22912;3;;;;;;;;;;;;;;;;;;;1;From Kick Off;Fábio Henrique Tavares;3247.0;Center Defensive Midfield;4;Tottenham Hotspur;38;;1;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:03:01.929+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.777916;;;;;;;;;;;e6913135-9e26-464a-b2e6-41098b81aeb9;69;;[65.9, 71.0];22912;3;;;;;;;;;;;;;;;;;;;1;From Throw In;Moussa Sissoko;3091.0;Right Defensive Midfield;5;Liverpool;24;['6fd1b89d-d316-496a-a7f1-1f8d07c348ef', 'c364a0a2-f88d-4906-ba66-c5e5ff13c0c5'];20;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:03:20.290+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.705278;;;;;;;;;;;2374dfba-a195-4807-90c3-9b76478b2930;89;;[68.0, 25.7];22912;3;;;;;;;;;;;;;;;;;;;1;From Throw In;Harry Kane;10955.0;Center Forward;5;Liverpool;24;['cdf85448-bcd7-4b6a-b28e-73d84ff9d57e', 'e5d40ec5-15ff-4363-94d3-9d48f938b2ad'];40;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:03:40.768+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.52947;;;;;;;;;;;ff6258ba-4533-435c-9be0-74090e97980b;97;;[58.2, 21.8];22912;3;;;;;;;;;;;;;;;;;;;1;From Throw In;Bamidele Alli;3094.0;Center Attacking Midfield;5;Liverpool;24;['5be682c7-2128-4a17-8f15-510f16f65f55', '9544b305-b424-4536-afb1-31f004f9ac9b'];44;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:03:44.346+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.987781;;;;;;;;;;;95d64d29-2a47-4ae2-b8d5-4a57daa70c9d;109;;[104.7, 56.4];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Mohamed Salah;3531.0;Right Wing;6;Tottenham Hotspur;38;['352d0bf4-2178-4ec5-a438-a000cdca66db', '759eeeb2-5b4a-42e9-8ff6-43b7046b4d16'];1;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:01.171+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.651293;;;;;;;;;;;37afbd69-c823-48b2-90b0-9400d68e0aaf;111;;[112.6, 43.6];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Mohamed Salah;3531.0;Right Wing;6;Tottenham Hotspur;38;['30c78f6e-d854-4f5d-a54f-034b0d0c788a', 'c8bc219d-a371-4e2e-9cf1-21e6bb5d2a1c', 'ee04c744-e6d4-43eb-af5e-b5292dc1ea3e'];3;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:03.321+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.934365;;;;;;;;;;;a5d5748c-884c-4711-b9fc-6fe3d369a994;115;;[110.5, 22.8];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Sadio Mané;3629.0;Left Wing;6;Tottenham Hotspur;38;['1c522ca9-8082-4c67-ad08-51984b8ff749', '2c8e275e-faff-453c-96b8-3f3c668dfdbc', '41acad38-c345-408e-918b-a0a0eeaab19f'];4;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:04.877+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.080404;;;;;;;;;;;5c5cdbcd-9d0f-4f77-81a9-6b05f36e0f60;121;;[111.6, 5.8];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Sadio Mané;3629.0;Left Wing;6;Tottenham Hotspur;38;['4df174b0-49b4-4a7d-8bd3-18777e28fd22', '887f1932-406a-4c33-9639-ea6ebb8a5074'];7;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:07.088+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.719879;;;;;;;;;;;9866352a-87f4-4375-9486-5e4c6d9e2486;125;;[96.7, 18.0];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Georginio Wijnaldum;3567.0;Left Center Midfield;6;Tottenham Hotspur;38;['21dfa211-ff99-4065-940b-50dec5d80a8c', '5ff37757-bf51-4376-afec-b84424d97cf5'];8;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:08.992+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.674502;;;;;;;;;;;80d7ec5b-4daa-4b9e-9916-82bd80a49a77;129;;[86.2, 38.8];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Jordan Brian Henderson;3532.0;Right Center Midfield;6;Tottenham Hotspur;38;['19e9270c-c0d0-412a-8e50-13c0db914d36', '52bbbd19-9206-4932-8ec8-0e1ca5469975'];11;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:11.134+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.779952;;;;;;;;;;;4dc095fc-ff19-418c-a5ed-c06aca1e39d1;136;;[69.6, 74.1];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Jordan Brian Henderson;3532.0;Right Center Midfield;6;Tottenham Hotspur;38;['70d6e30d-56f8-4ba7-9335-a782ddd35ec2', 'b6d46db9-25be-402f-b810-f3a0acb04559'];18;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:18.254+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;2.201593;;;;;;;;;;;8da30aeb-1550-4389-ab71-6b1890de729f;151;;[14.7, 65.9];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Trent Alexander-Arnold;3664.0;Right Back;6;Tottenham Hotspur;38;['2b45a397-11fc-41fb-803d-7f183a6c2370', '6f310718-fa51-4c7f-b39a-b3cd560c65c6'];33;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:33.638+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.660236;;;;;;;;;;;5d868b44-4c93-4dc6-b3fa-022c8d28837b;155;;[15.8, 54.7];22912;4;;;;;;;;;;;;;;;;;;;1;Regular Play;Jordan Brian Henderson;3532.0;Right Center Midfield;6;Tottenham Hotspur;38;['31eec6d3-0e46-4fef-bf2b-25515b6b0378'];36;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:04:36.589+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;2.635726;;;;;;;;;;;99d8f623-3638-48b0-9128-ac0a3d9f6bd5;162;;[34.7, 28.7];22912;5;;;;;;;;;;;;;;;;;;;1;From Corner;Mohamed Salah;3531.0;Right Wing;7;Tottenham Hotspur;38;['0e452722-f9b2-4a44-81ec-50b268350dba', 'c81f3c37-df21-46c2-8503-8374d8ebdc95', 'f7edabd4-4e42-401b-b027-8045c82d1b3b'];21;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:05:21.181+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.412825;;;;;;;;;;;8e442fa2-21fd-46e9-9bba-cd50440ee8da;180;;[77.3, 8.9];22912;5;;;;;;;;;;;;;;;;;;;1;From Corner;Roberto Firmino Barbosa de Oliveira;3535.0;Center Forward;7;Tottenham Hotspur;38;['8c91c85b-50c8-48a4-b106-2916574fbf72', 'e0889313-f5f7-45ea-9e0c-eb64463ede04'];45;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:05:45.143+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;true;;;;;;1.279398;;;;;;;;;;;6879c356-7be6-48f7-97e0-72d37e8d3263;188;;[40.0, 44.1];22912;5;;;;;;;;;;;;;;;;;;;1;Regular Play;Harry Winks;3082.0;Left Center Midfield;8;Liverpool;24;['86102118-7651-42c8-ab52-248257e6250b'];50;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:05:50.671+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.715348;;;;;;;;;;;934f97d2-fcb8-4256-bd46-77f2e253bed1;192;;[39.6, 24.5];22912;5;;;;;;;;;;;;;;;;;;;1;Regular Play;Heung-Min Son;3083.0;Left Wing;8;Liverpool;24;['17aa9614-f6d9-48a0-bcf3-a2fce28c7ba9', 'fe07f9b0-97d1-4b89-afcc-6021ba53e4a4'];53;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:05:53.912+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.888608;;;;;;;;;;;07d176eb-8ad5-4173-afb1-001649142c30;199;;[14.0, 24.7];22912;6;;;;;;;;;;;;;;;;;;;1;Regular Play;Jan Vertonghen;3077.0;Left Center Back;8;Liverpool;24;['12fe5ca2-9898-45ac-a882-8db019d359be', '512a8f1d-5812-44c5-bc72-f049c2d951f4'];0;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:06:00.920+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.744885;;;;;;;;;;;d5c4632b-d502-416a-a929-b829c621d376;208;;[110.7, 46.8];22912;6;;;;;;;;;;;;;;;;;;;1;Regular Play;Sadio Mané;3629.0;Left Wing;11;Tottenham Hotspur;38;['49d4ce1d-b25e-4ed5-ba27-e8c36562589b', '8d1f240f-3a15-452c-a169-5156bb2a4b61'];34;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:06:34.687+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.303476;;;;;;;;;;;fc841fb9-8c3d-47c7-8a58-9308afc94640;213;;[40.1, 73.4];22912;6;;;;;;;;;;;;;;;;;;;1;Regular Play;Trent Alexander-Arnold;3664.0;Right Back;11;Tottenham Hotspur;38;['c61838ca-5287-4849-87d1-2ca876de199b', 'e31e1996-b5aa-4544-899c-01e251fa6e03'];40;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:06:40.824+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;true;;;;;;1.165379;;;;;;;;;;;42b340d2-2c55-444e-b39d-179910b1e940;219;;[111.9, 11.1];22912;6;;;;;;;;;;;;;;;;;;;1;Regular Play;Bamidele Alli;3094.0;Center Attacking Midfield;11;Tottenham Hotspur;38;['4f50c00a-1201-498e-9fc3-bd0d944b6eff', 'df879a8d-d7e2-48a7-8856-783928669917'];44;;;;;;;;;;;;;;;;;Tottenham Hotspur;38;2025-02-02T00:06:44.767+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.479331;;;;;;;;;;;95b97fab-a32a-44ff-a277-9719433786a5;231;;[67.7, 39.2];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Sadio Mané;3629.0;Left Wing;12;Tottenham Hotspur;38;['649a14f0-fc95-41bf-979a-e421593f4392', 'a69b137e-8fa0-43dc-8125-281bf48d876d', 'cef495b3-7672-4f97-a9a1-a81ac90cc450'];9;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:09.567+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.103596;;;;;;;;;;;bfe52b01-d083-41c9-a4db-612de3a9df98;234;;[70.0, 48.4];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Roberto Firmino Barbosa de Oliveira;3535.0;Center Forward;12;Tottenham Hotspur;38;['649a14f0-fc95-41bf-979a-e421593f4392', 'cef495b3-7672-4f97-a9a1-a81ac90cc450'];9;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:09.871+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.546824;;;;;;;;;;;ff543305-641f-44fe-93e9-b502f0830723;239;;[76.3, 68.8];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Mohamed Salah;3531.0;Right Wing;12;Tottenham Hotspur;38;;13;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:13.354+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.648595;;;;;;;;;;;5630b884-aee3-40b7-a946-083ff8c37b55;242;;[70.0, 64.2];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Roberto Firmino Barbosa de Oliveira;3535.0;Center Forward;12;Tottenham Hotspur;38;['661f234c-2414-494a-b227-24f552b4a8ce', '688ff62c-b97a-4a88-8a81-02681ba2f1d1'];15;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:15.813+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.781518;;;;;;;;;;;837e2a01-586c-415d-95cb-405e19a3b1e5;243;;[56.5, 61.3];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Fábio Henrique Tavares;3247.0;Center Defensive Midfield;12;Tottenham Hotspur;38;['661f234c-2414-494a-b227-24f552b4a8ce'];16;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:16.648+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.353514;;;;;;;;;;;c3d7c9d2-4cac-4d15-95be-7e6ef447748b;256;;[28.4, 62.5];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Jordan Brian Henderson;3532.0;Right Center Midfield;13;Tottenham Hotspur;38;['3e9dbe90-f6e8-4282-8147-8f44f9d6be07', 'e9c13c0a-513f-4d34-893c-d3339e62f601'];34;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:34.714+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.766437;;;;;;;;;;;247e1fab-c0b1-4a91-bd7f-31dc90ffac4e;257;;[28.2, 54.7];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Fábio Henrique Tavares;3247.0;Center Defensive Midfield;13;Tottenham Hotspur;38;['3e9dbe90-f6e8-4282-8147-8f44f9d6be07'];35;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:35.211+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.84564;;;;;;;;;;;4e00d3bb-8e42-472a-ba4d-309ef2571e5a;265;;[35.9, 18.0];22912;7;;;;;;;;;;;;;;;;;;;1;From Throw In;Georginio Wijnaldum;3567.0;Left Center Midfield;13;Tottenham Hotspur;38;['4edb5fc8-c6a0-49f5-827b-6c752d98eba2', '550567a1-d668-48a5-88a5-5625f95739e5', 'dbfe4f82-5c24-4298-bb72-4ca53cf100cb'];43;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:07:43.712+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;true;;;;;;0.694632;;;;;;;;;;;1151524e-c493-4211-be36-e97a42ef593d;279;;[35.5, 59.8];22912;8;;;;;;;;;;;;;;;;;;;1;Regular Play;Fábio Henrique Tavares;3247.0;Center Defensive Midfield;15;Tottenham Hotspur;38;['66cf880a-970f-46fe-b7e2-5dfb77a70f29'];16;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:08:16.823+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.918033;;;;;;;;;;;52be729c-1559-422e-b15c-d63f469ce8ea;287;;[75.9, 67.1];22912;8;;;;;;;;;;;;;;;;;;;1;Regular Play;Roberto Firmino Barbosa de Oliveira;3535.0;Center Forward;15;Tottenham Hotspur;38;['7fbfe5af-4706-4994-b622-e7899f2d51f1'];24;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:08:24.464+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1.019251;;;;;;;;;;;d2221bb2-126e-44f8-9927-bf68db414833;294;;[63.7, 72.8];22912;8;;;;;;;;;;;;;;;;;;;1;Regular Play;Jordan Brian Henderson;3532.0;Right Center Midfield;15;Tottenham Hotspur;38;['ce5bf647-e1b7-4f97-8eff-56d2e33a2969', 'd63deaa5-18c0-4991-9bf7-90b129e8a5f6'];27;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:08:27.620+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.35827;;;;;;;;;;;ba8dc9ac-6780-487c-b678-9ae84183c86d;299;;[42.4, 68.6];22912;8;;;;;;;;;;;;;;;;;;;1;Regular Play;Joël Andre Job Matip;3502.0;Right Center Back;15;Tottenham Hotspur;38;['0782c1b4-75a7-487d-9002-5657e7634279', '89807dd8-89e3-4969-bae7-cd93322600b0', 'a12848a7-11fd-4766-b233-9466a7b96a49'];30;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:08:30.197+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;0.780867;;;;;;;;;;;e4e680fb-31f0-4b19-afe7-b1cd52794bce;314;;[72.3, 53.1];22912;8;;;;;;;;;;;;;;;;;;;1;Regular Play;Mohamed Salah;3531.0;Right Wing;15;Tottenham Hotspur;38;['3262a809-a0f2-49c5-a03c-f6e2f5dd49c2', '8db9bb3c-d318-4fc2-a38e-a6ae1204224a'];43;;;;;;;;;;;;;;;;;Liverpool;24;2025-02-02T00:08:43.525+01:00;Pressure;;Europe - Champions League;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
